SquareFeet,PropertyType,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Floors,Garage,Price
1186,Independent House,3,2.0,Suburban,2021,3,1,13742000.0
2597,Independent House,4,3.5,Suburban,1989,2,0,21186000.0
2860,Penthouse,4,1.0,Downtown,2007,2,1,26909000.0
19272,Agricultural Land,0,0.0,Suburban,1950,0,0,4333000.0
17887,Agricultural Land,0,0.0,Suburban,1950,0,0,3769000.0
1239,Independent House,2,1.5,Downtown,1964,1,1,13782000.0
1140,Independent House,2,1.0,Suburban,1968,3,0,11493000.0
2788,Penthouse,3,2.5,Downtown,1959,3,1,26429000.0
738,Apartment,2,1.5,Rural,1965,2,0,5605000.0
1069,Independent House,4,3.0,Suburban,1992,1,0,11625000.0
1384,Independent House,4,3.0,Downtown,1980,2,1,15429000.0
2429,Villa,5,2.5,Suburban,1965,3,1,25749000.0
797,Apartment,1,2.5,Rural,1977,3,1,6613000.0
804,Apartment,3,2.5,Suburban,2011,3,1,9349000.0
77036,Agricultural Land,0,0.0,Suburban,1950,0,0,10521000.0
1581,Apartment,1,2.5,Suburban,1969,3,1,12209000.0
1804,Independent House,3,2.0,Suburban,1984,1,1,16573000.0
1458,Apartment,3,2.5,Downtown,2008,3,1,14042000.0
1481,Apartment,1,3.0,Downtown,1958,2,1,12337000.0
1573,Apartment,3,1.5,Suburban,1959,1,1,12293000.0
1239,Apartment,3,3.5,Suburban,1994,1,1,10548000.0
82937,Agricultural Land,0,0.0,Downtown,1950,0,0,13339000.0
924,Apartment,2,1.0,Suburban,1964,3,1,8939000.0
35089,Agricultural Land,0,0.0,Suburban,1950,0,0,5498000.0
3335,Independent House,4,1.5,Suburban,1979,1,0,24482000.0
1225,Independent House,3,1.0,Downtown,1997,3,0,14367000.0
2087,Independent House,4,1.0,Suburban,1989,1,1,17664000.0
1966,Independent House,4,3.0,Suburban,2023,1,0,17896000.0
2437,Penthouse,3,3.5,Suburban,1993,2,0,22396000.0
1159,Apartment,3,2.5,Downtown,1995,2,1,12280000.0
1713,Independent House,4,4.0,Suburban,1955,2,0,16242000.0
191665,Agricultural Land,0,0.0,Rural,1950,0,0,21505000.0
71742,Agricultural Land,0,0.0,Suburban,1950,0,0,9871000.0
28482,Agricultural Land,0,0.0,Downtown,1950,0,0,6933000.0
1256,Independent House,4,1.5,Suburban,1973,1,1,13219000.0
2076,Penthouse,4,1.0,Downtown,2022,2,1,22688000.0
3286,Independent House,3,2.0,Downtown,1956,2,0,25400000.0
1037,Independent House,2,3.0,Downtown,1955,2,0,13137000.0
624,Apartment,3,1.0,Downtown,1982,1,0,8396000.0
1409,Independent House,3,4.0,Suburban,1987,3,1,14736000.0
1060,Apartment,3,2.5,Downtown,1993,2,1,11655000.0
1587,Apartment,3,4.0,Rural,1966,1,1,10602000.0
138879,Agricultural Land,0,0.0,Suburban,1950,0,0,17109000.0
982,Apartment,2,2.0,Suburban,1980,1,1,8553000.0
1781,Apartment,3,2.0,Suburban,1986,3,1,13831000.0
1168,Apartment,2,2.5,Suburban,1960,2,1,10333000.0
122640,Agricultural Land,0,0.0,Suburban,1950,0,0,15141000.0
1432,Independent House,3,2.5,Suburban,1954,1,0,14046000.0
1055,Independent House,2,1.5,Rural,2013,1,1,10008000.0
2076,Penthouse,3,3.5,Suburban,2025,1,1,21114000.0
1767,Penthouse,3,3.0,Suburban,1952,3,0,17960000.0
668,Apartment,1,1.0,Suburban,2005,2,1,7625000.0
3551,Villa,5,1.0,Suburban,2012,1,0,31980000.0
2401,Penthouse,3,2.0,Downtown,1987,1,1,23114000.0
3424,Villa,3,2.0,Downtown,2003,1,0,31640000.0
1392,Apartment,2,2.5,Rural,1951,1,0,9329000.0
143108,Agricultural Land,0,0.0,Downtown,1950,0,0,20027000.0
1489,Independent House,3,1.0,Rural,1951,2,1,11819000.0
1345,Apartment,2,2.5,Downtown,1961,2,1,12100000.0
3096,Independent House,3,2.5,Suburban,1989,1,1,23320000.0
915,Apartment,3,1.5,Suburban,1951,1,1,8575000.0
1012,Apartment,2,2.0,Downtown,2006,1,1,10841000.0
1933,Penthouse,4,1.5,Suburban,1996,3,1,20003000.0
1625,Apartment,1,1.0,Suburban,1985,3,0,11757000.0
2975,Independent House,3,2.0,Suburban,1953,3,0,23048000.0
2979,Independent House,4,4.0,Suburban,2024,1,1,23422000.0
1019,Apartment,2,1.5,Downtown,1973,3,1,10301000.0
86814,Agricultural Land,0,0.0,Suburban,1950,0,0,11698000.0
1443,Apartment,2,2.0,Downtown,2011,2,1,13469000.0
1515,Apartment,3,1.5,Suburban,1951,3,1,12807000.0
1033,Apartment,1,1.5,Rural,1964,1,0,6476000.0
1242,Apartment,3,2.0,Suburban,2024,2,1,11034000.0
656,Apartment,1,2.5,Suburban,1998,1,1,7951000.0
2763,Villa,4,1.0,Suburban,1984,2,1,27055000.0
92847,Agricultural Land,0,0.0,Downtown,1950,0,0,14539000.0
645,Apartment,1,3.5,Suburban,1996,3,1,7490000.0
2993,Villa,3,1.0,Suburban,1973,3,1,28581000.0
2216,Villa,3,3.0,Downtown,2009,2,1,24836000.0
2347,Penthouse,4,3.0,Rural,1997,2,1,20966000.0
3186,Independent House,2,2.0,Suburban,1972,1,0,23007000.0
846,Apartment,1,1.0,Downtown,1961,2,1,9053000.0
1771,Apartment,2,2.0,Suburban,1990,1,1,12996000.0
2029,Villa,5,2.5,Suburban,1978,2,1,22673000.0
2291,Penthouse,4,3.0,Downtown,2019,2,1,23672000.0
1236,Apartment,3,2.0,Suburban,2000,3,1,11567000.0
3421,Independent House,4,2.0,Rural,1972,3,0,23375000.0
135592,Agricultural Land,0,0.0,Suburban,1950,0,0,16719000.0
2237,Penthouse,4,3.0,Rural,1980,1,1,19578000.0
101282,Agricultural Land,0,0.0,Rural,1950,0,0,11547000.0
2611,Penthouse,4,4.0,Rural,1970,1,1,21903000.0
1712,Independent House,4,2.5,Downtown,1973,1,1,17696000.0
2749,Independent House,2,3.0,Suburban,2021,2,1,21875000.0
3027,Villa,5,2.0,Downtown,1958,2,1,30117000.0
1200,Apartment,2,2.5,Suburban,1971,1,1,10322000.0
2499,Independent House,2,2.5,Rural,1953,2,1,17520000.0
4386,Villa,3,2.5,Downtown,1952,3,0,38423000.0
813,Apartment,2,1.5,Suburban,1977,2,1,8285000.0
1573,Penthouse,3,2.0,Suburban,1964,3,1,16835000.0
3108,Independent House,4,2.0,Downtown,1957,1,1,24258000.0
163050,Agricultural Land,0,0.0,Downtown,1950,0,0,22323000.0
611,Apartment,2,1.5,Suburban,1997,2,1,7436000.0
1413,Apartment,2,1.5,Downtown,2001,1,1,13087000.0
3879,Villa,4,2.5,Suburban,2004,3,1,34850000.0
1783,Apartment,2,2.0,Suburban,1986,1,1,12598000.0
2800,Villa,3,1.0,Suburban,1953,3,1,26748000.0
1736,Penthouse,4,3.0,Downtown,2004,3,1,20689000.0
1157,Apartment,2,3.0,Suburban,1961,1,1,10201000.0
2481,Independent House,2,2.0,Downtown,1968,3,1,20210000.0
2103,Independent House,3,1.5,Rural,2006,1,1,16416000.0
1646,Independent House,2,3.5,Suburban,1986,1,1,14967000.0
201488,Agricultural Land,0,0.0,Rural,1950,0,0,22690000.0
2319,Penthouse,3,3.0,Suburban,2025,1,0,22701000.0
2272,Villa,4,1.5,Suburban,1956,3,1,24039000.0
1911,Villa,5,1.0,Suburban,2004,3,1,21925000.0
2845,Independent House,3,2.0,Downtown,1977,2,1,23164000.0
81851,Agricultural Land,0,0.0,Suburban,1950,0,0,11230000.0
1816,Villa,5,2.5,Downtown,1986,1,1,22621000.0
2292,Villa,3,1.5,Rural,2010,1,1,21528000.0
35513,Agricultural Land,0,0.0,Suburban,1950,0,0,5936000.0
716,Apartment,3,2.0,Rural,2024,1,0,6220000.0
3078,Penthouse,4,2.0,Suburban,1988,1,1,26805000.0
1479,Apartment,2,3.0,Downtown,1972,1,1,12495000.0
714,Apartment,3,2.0,Suburban,2001,1,0,7509000.0
1413,Apartment,2,2.0,Downtown,1960,1,1,11797000.0
17535,Agricultural Land,0,0.0,Downtown,1950,0,0,5717000.0
112481,Agricultural Land,0,0.0,Downtown,1950,0,0,16484000.0
2135,Villa,5,3.5,Rural,2015,2,1,22484000.0
4769,Villa,3,1.5,Suburban,1962,2,0,39149000.0
1146,Independent House,4,1.5,Suburban,1990,1,0,12551000.0
214648,Agricultural Land,0,0.0,Downtown,1950,0,0,27610000.0
3422,Independent House,4,2.5,Suburban,1998,1,1,25728000.0
3110,Independent House,4,1.5,Suburban,1964,2,1,23261000.0
1103,Apartment,3,3.0,Suburban,2005,2,1,10398000.0
2167,Penthouse,3,1.0,Downtown,2003,1,1,21870000.0
4296,Villa,3,1.0,Suburban,1980,1,0,35881000.0
2444,Independent House,2,3.5,Suburban,2010,2,0,19093000.0
1279,Apartment,3,2.0,Downtown,2007,2,0,12249000.0
2689,Penthouse,4,2.5,Rural,2009,1,1,22375000.0
1060,Apartment,1,1.5,Downtown,2002,2,1,10324000.0
2258,Villa,4,1.5,Suburban,2010,1,1,24391000.0
48245,Agricultural Land,0,0.0,Downtown,1950,0,0,9863000.0
1911,Independent House,2,3.0,Downtown,1991,3,0,18165000.0
978,Apartment,3,2.0,Rural,1978,1,0,7098000.0
2825,Villa,4,2.0,Rural,1976,1,1,25556000.0
3141,Penthouse,3,1.0,Suburban,1993,1,1,26344000.0
3411,Independent House,3,2.0,Rural,1954,2,1,22882000.0
71032,Agricultural Land,0,0.0,Rural,1950,0,0,7892000.0
1237,Apartment,3,2.5,Suburban,2001,1,0,10758000.0
2193,Independent House,4,3.0,Rural,2002,1,1,17221000.0
3648,Villa,4,2.5,Suburban,2001,2,1,33416000.0
63707,Agricultural Land,0,0.0,Suburban,1950,0,0,8898000.0
794,Apartment,1,2.5,Suburban,1987,3,1,8637000.0
3193,Penthouse,4,2.0,Downtown,1993,3,0,28613000.0
2011,Independent House,3,2.0,Rural,2002,2,0,15366000.0
1652,Independent House,3,2.5,Downtown,1951,1,1,15727000.0
606,Apartment,2,1.5,Rural,2003,3,0,5264000.0
27367,Agricultural Land,0,0.0,Suburban,1950,0,0,5270000.0
1165,Apartment,2,1.5,Suburban,1984,3,1,10510000.0
1215,Apartment,2,3.5,Downtown,1995,2,0,11840000.0
1172,Apartment,3,1.0,Rural,2021,3,0,8510000.0
126041,Agricultural Land,0,0.0,Downtown,1950,0,0,18210000.0
4089,Villa,5,1.0,Suburban,2004,3,1,35708000.0
2726,Penthouse,3,2.0,Suburban,2021,2,1,24800000.0
1703,Apartment,1,2.5,Downtown,1960,3,0,12995000.0
3240,Villa,4,2.0,Rural,1978,1,0,27769000.0
1765,Independent House,2,2.0,Downtown,2018,2,1,17487000.0
1883,Penthouse,3,4.0,Suburban,2012,1,1,19787000.0
159631,Agricultural Land,0,0.0,Suburban,1950,0,0,19783000.0
1287,Apartment,2,2.5,Downtown,1996,1,1,11865000.0
2949,Villa,5,3.0,Downtown,1956,2,1,29722000.0
646,Apartment,3,1.0,Suburban,2013,3,1,8544000.0
2972,Independent House,2,1.5,Rural,2013,2,1,20569000.0
1218,Apartment,3,2.0,Downtown,1961,3,1,12332000.0
1063,Apartment,3,1.5,Downtown,1961,1,1,10663000.0
2872,Independent House,2,1.0,Rural,1985,3,1,20031000.0
1922,Villa,4,1.5,Downtown,1978,1,1,22883000.0
733,Apartment,1,2.0,Suburban,1960,1,1,7267000.0
3442,Villa,3,2.5,Suburban,2002,1,1,31014000.0
1840,Independent House,2,2.5,Downtown,2019,2,1,18161000.0
1448,Apartment,2,1.0,Suburban,2023,3,1,12334000.0
2106,Penthouse,4,2.0,Rural,1996,3,1,19208000.0
622,Apartment,2,1.0,Suburban,1982,3,1,7817000.0
1565,Independent House,3,2.0,Suburban,2016,1,1,14899000.0
3709,Villa,4,2.0,Suburban,1992,2,0,33257000.0
1365,Apartment,1,2.0,Suburban,1967,3,1,10720000.0
1564,Apartment,3,3.0,Downtown,2023,3,1,14110000.0
3282,Independent House,2,3.0,Suburban,2002,2,1,24744000.0
54045,Agricultural Land,0,0.0,Suburban,1950,0,0,7679000.0
2987,Villa,4,2.5,Downtown,1988,3,1,30409000.0
3594,Villa,5,3.0,Rural,2021,2,0,31114000.0
2625,Villa,3,2.5,Suburban,1983,2,0,25331000.0
815,Apartment,3,3.0,Rural,1986,3,0,6830000.0
1656,Independent House,3,2.0,Downtown,1990,2,0,16849000.0
2434,Penthouse,3,2.0,Rural,1998,2,1,20682000.0
1713,Apartment,3,2.5,Suburban,1959,3,1,13216000.0
910,Apartment,2,1.0,Rural,1989,1,1,6628000.0
1156,Apartment,3,2.5,Rural,1967,3,1,8658000.0
3304,Independent House,2,3.5,Rural,1974,3,1,23297000.0
181237,Agricultural Land,0,0.0,Rural,1950,0,0,20124000.0
651,Apartment,3,2.5,Downtown,1990,1,0,8408000.0
2361,Independent House,2,1.0,Suburban,1985,2,1,18744000.0
1794,Apartment,3,2.0,Downtown,1951,3,0,14294000.0
72433,Agricultural Land,0,0.0,Suburban,1950,0,0,9589000.0
899,Apartment,3,3.0,Rural,2023,1,1,7720000.0
1671,Independent House,3,3.5,Downtown,1998,1,1,17124000.0
2577,Villa,4,2.0,Suburban,2016,3,1,27175000.0
2631,Villa,3,3.0,Suburban,2002,3,0,26222000.0
3279,Independent House,3,3.0,Downtown,1968,1,1,25835000.0
1574,Apartment,2,1.0,Downtown,1975,3,1,13161000.0
2860,Independent House,3,3.0,Downtown,2003,1,1,23924000.0
1691,Apartment,2,1.5,Downtown,2000,3,1,14611000.0
627,Apartment,2,2.0,Suburban,1974,1,0,7112000.0
2972,Independent House,2,2.0,Suburban,1966,3,1,22421000.0
1674,Apartment,1,2.5,Downtown,2023,3,1,14631000.0
1190,Apartment,2,2.5,Rural,2010,3,1,8518000.0
4632,Villa,4,2.0,Suburban,1995,2,1,39600000.0
162230,Agricultural Land,0,0.0,Suburban,1950,0,0,19471000.0
4433,Villa,3,3.0,Downtown,2004,3,0,39602000.0
1601,Apartment,3,3.0,Suburban,1999,1,1,12902000.0
783,Apartment,1,2.5,Suburban,2024,1,1,8400000.0
155699,Agricultural Land,0,0.0,Suburban,1950,0,0,19016000.0
728,Apartment,3,2.0,Suburban,1960,2,1,8367000.0
890,Apartment,2,1.0,Downtown,1961,2,1,9018000.0
2855,Independent House,3,2.0,Rural,1989,2,1,20791000.0
2300,Villa,3,3.0,Suburban,1997,3,1,24471000.0
4033,Villa,4,1.5,Suburban,2005,3,1,35460000.0
1078,Apartment,3,4.0,Rural,1957,1,1,7320000.0
1091,Apartment,3,3.0,Suburban,1963,1,1,9942000.0
184962,Agricultural Land,0,0.0,Suburban,1950,0,0,22415000.0
1690,Apartment,1,2.5,Suburban,2005,3,1,13039000.0
4314,Villa,5,2.5,Downtown,2003,1,1,38617000.0
4132,Villa,3,2.0,Rural,1966,3,1,33431000.0
2400,Villa,3,2.5,Suburban,1994,2,1,25210000.0
1723,Apartment,3,2.0,Suburban,1954,3,0,12303000.0
788,Apartment,3,3.0,Rural,1952,3,0,6540000.0
1988,Independent House,4,2.5,Suburban,1958,3,0,17339000.0
142374,Agricultural Land,0,0.0,Suburban,1950,0,0,17500000.0
24423,Agricultural Land,0,0.0,Rural,1950,0,0,2804000.0
1016,Apartment,3,2.5,Downtown,1969,1,1,10618000.0
775,Apartment,3,2.5,Downtown,1970,3,1,9863000.0
156735,Agricultural Land,0,0.0,Downtown,1950,0,0,21840000.0
2652,Villa,5,1.0,Rural,1982,3,1,24701000.0
167745,Agricultural Land,0,0.0,Downtown,1950,0,0,22386000.0
1051,Apartment,3,1.0,Suburban,1954,3,1,9568000.0
3324,Independent House,3,3.0,Downtown,1973,2,1,25740000.0
3558,Villa,3,1.5,Suburban,2012,3,0,31870000.0
2012,Villa,3,2.0,Suburban,1975,3,1,22565000.0
1040,Independent House,4,2.0,Rural,1982,3,0,10349000.0
1745,Apartment,1,1.0,Suburban,1967,1,1,11597000.0
3341,Independent House,4,1.0,Suburban,1967,2,1,24699000.0
1199,Apartment,2,3.0,Suburban,1987,2,1,10668000.0
3024,Independent House,2,2.5,Suburban,1982,3,1,22979000.0
28364,Agricultural Land,0,0.0,Rural,1950,0,0,3173000.0
2782,Independent House,2,2.0,Suburban,1976,3,0,20797000.0
3351,Penthouse,4,3.5,Suburban,1998,1,1,28632000.0
1050,Apartment,2,1.5,Rural,1999,3,0,7365000.0
3579,Villa,4,1.5,Suburban,1964,1,1,31970000.0
55800,Agricultural Land,0,0.0,Downtown,1950,0,0,10565000.0
1770,Apartment,2,2.5,Downtown,2001,3,1,15358000.0
1389,Apartment,1,2.5,Rural,2017,1,1,9479000.0
3381,Independent House,2,2.0,Suburban,1968,2,1,23697000.0
1490,Apartment,2,3.5,Suburban,1974,3,1,12282000.0
3891,Villa,4,3.5,Rural,2025,1,1,33721000.0
86794,Agricultural Land,0,0.0,Suburban,1950,0,0,11505000.0
1332,Independent House,3,1.0,Suburban,2025,1,0,13993000.0
1597,Apartment,2,1.5,Suburban,1974,3,1,11897000.0
2419,Independent House,3,3.0,Suburban,1982,1,1,19525000.0
1854,Villa,5,1.5,Suburban,2009,3,1,22033000.0
1469,Apartment,2,1.0,Downtown,1986,3,1,12789000.0
2446,Independent House,4,2.5,Downtown,1992,1,1,21733000.0
3240,Villa,3,2.0,Suburban,1958,1,1,29507000.0
4644,Villa,3,2.0,Rural,1963,1,1,36659000.0
924,Apartment,3,1.5,Suburban,1952,2,1,9627000.0
3533,Villa,4,2.5,Rural,2018,3,1,30772000.0
679,Apartment,1,2.0,Suburban,2005,3,1,8356000.0
1654,Apartment,2,1.5,Rural,1975,2,0,10139000.0
115921,Agricultural Land,0,0.0,Downtown,1950,0,0,16941000.0
4405,Villa,4,1.5,Suburban,2002,2,1,38109000.0
1464,Apartment,3,2.0,Suburban,1990,1,0,11312000.0
1316,Apartment,1,3.5,Downtown,1970,3,1,12208000.0
1071,Apartment,1,3.5,Suburban,1988,2,0,9521000.0
673,Apartment,3,1.5,Rural,1972,2,1,6062000.0
1188,Apartment,2,2.5,Suburban,2023,3,0,10768000.0
1163,Apartment,2,2.5,Rural,2007,3,1,9291000.0
1466,Independent House,2,3.0,Suburban,2018,3,1,14764000.0
2398,Villa,5,2.0,Suburban,2024,1,0,25018000.0
3444,Villa,5,1.0,Suburban,1978,2,1,31794000.0
2791,Villa,4,2.5,Downtown,2011,1,1,28657000.0
1336,Apartment,2,1.0,Suburban,2002,3,1,11389000.0
192231,Agricultural Land,0,0.0,Suburban,1950,0,0,23540000.0
1747,Penthouse,3,1.0,Rural,1994,3,1,16354000.0
3104,Penthouse,3,2.5,Suburban,1976,2,1,26637000.0
2643,Penthouse,4,4.0,Suburban,1983,1,1,24650000.0
134013,Agricultural Land,0,0.0,Downtown,1950,0,0,19306000.0
1469,Independent House,3,1.5,Rural,1963,1,1,13004000.0
1092,Apartment,3,2.5,Suburban,1990,1,1,9789000.0
3524,Villa,5,1.5,Rural,2023,3,1,31555000.0
4510,Villa,5,3.0,Suburban,2009,2,1,39330000.0
4133,Villa,3,2.0,Suburban,1991,1,0,35226000.0
2631,Independent House,3,1.5,Suburban,2000,3,1,21238000.0
911,Apartment,2,1.5,Suburban,2024,3,0,9254000.0
3356,Independent House,3,2.0,Suburban,1960,1,1,24803000.0
23886,Agricultural Land,0,0.0,Suburban,1950,0,0,4186000.0
2136,Independent House,2,1.0,Suburban,1984,2,0,16413000.0
3011,Independent House,3,1.0,Rural,1968,2,1,21157000.0
1055,Apartment,2,2.5,Downtown,2014,1,1,10725000.0
2486,Independent House,3,2.0,Suburban,2025,3,0,20825000.0
122221,Agricultural Land,0,0.0,Downtown,1950,0,0,18163000.0
2729,Villa,4,2.5,Downtown,2010,3,0,28924000.0
2464,Penthouse,3,1.0,Suburban,1996,1,0,22289000.0
1928,Independent House,4,2.5,Downtown,1963,3,1,18909000.0
3968,Villa,5,2.0,Suburban,2016,3,1,35877000.0
1233,Apartment,2,1.0,Downtown,2001,1,1,10906000.0
4744,Villa,4,2.0,Suburban,1981,3,0,39904000.0
2062,Independent House,3,1.0,Downtown,1959,1,1,18086000.0
2184,Independent House,2,3.0,Downtown,1966,1,1,18871000.0
2088,Villa,4,2.5,Rural,1989,1,1,20880000.0
47588,Agricultural Land,0,0.0,Suburban,1950,0,0,6650000.0
1127,Apartment,1,2.0,Rural,2017,3,0,8340000.0
2416,Penthouse,4,1.0,Downtown,2012,1,1,23869000.0
1710,Apartment,2,1.5,Suburban,1964,3,1,12503000.0
1798,Independent House,3,2.0,Suburban,1988,1,1,16102000.0
1665,Apartment,3,2.5,Downtown,2006,2,1,14492000.0
611,Apartment,2,1.5,Suburban,1959,3,1,7005000.0
1832,Independent House,2,1.0,Suburban,2020,3,1,16254000.0
1440,Apartment,3,1.5,Suburban,1966,3,1,11337000.0
2241,Independent House,2,2.0,Suburban,2025,2,0,18200000.0
114470,Agricultural Land,0,0.0,Suburban,1950,0,0,14335000.0
1290,Apartment,3,1.5,Suburban,1966,1,0,10265000.0
2027,Penthouse,3,2.0,Suburban,1965,2,0,19922000.0
2495,Independent House,4,1.5,Rural,1952,1,1,17349000.0
4693,Villa,3,2.0,Suburban,2000,1,0,39429000.0
1492,Apartment,1,1.5,Suburban,1995,1,0,10444000.0
986,Apartment,2,2.5,Suburban,2004,1,1,9535000.0
1080,Apartment,3,1.0,Suburban,1975,1,1,9129000.0
1007,Apartment,3,1.5,Suburban,2025,2,1,9779000.0
1497,Apartment,2,2.0,Downtown,1980,3,1,13240000.0
2510,Villa,3,2.0,Suburban,2021,2,1,25808000.0
65634,Agricultural Land,0,0.0,Suburban,1950,0,0,9444000.0
2544,Penthouse,3,2.0,Suburban,1968,3,1,22951000.0
3482,Villa,5,3.0,Suburban,2017,3,1,33436000.0
1414,Apartment,1,3.0,Suburban,1964,3,1,11724000.0
1517,Apartment,3,1.5,Rural,2007,2,1,10461000.0
802,Apartment,3,3.0,Suburban,1979,1,1,8262000.0
1016,Apartment,1,2.0,Suburban,1997,1,1,8512000.0
1415,Independent House,2,1.5,Suburban,2005,3,1,14263000.0
2471,Independent House,2,4.0,Downtown,1991,1,1,21111000.0
2535,Independent House,3,3.0,Rural,1973,1,1,18020000.0
1084,Independent House,4,4.0,Suburban,2001,2,1,13424000.0
1666,Penthouse,4,1.5,Suburban,1992,1,1,17968000.0
1883,Penthouse,3,1.0,Suburban,1983,1,1,18746000.0
1067,Apartment,2,2.0,Downtown,2009,2,0,10665000.0
181573,Agricultural Land,0,0.0,Rural,1950,0,0,20767000.0
182415,Agricultural Land,0,0.0,Suburban,1950,0,0,21739000.0
1072,Apartment,1,2.5,Suburban,1952,1,0,8564000.0
1992,Independent House,4,1.5,Downtown,2017,3,1,18822000.0
2281,Independent House,3,3.0,Suburban,1960,2,1,18619000.0
170082,Agricultural Land,0,0.0,Downtown,1950,0,0,22619000.0
96091,Agricultural Land,0,0.0,Suburban,1950,0,0,12409000.0
1089,Apartment,3,2.0,Suburban,1962,1,0,9347000.0
2756,Independent House,2,2.0,Downtown,1999,1,1,22319000.0
3373,Independent House,2,2.5,Suburban,1968,2,0,24128000.0
1891,Independent House,2,2.5,Suburban,1993,3,1,17006000.0
688,Apartment,2,1.0,Rural,1982,2,1,5724000.0
61524,Agricultural Land,0,0.0,Suburban,1950,0,0,8053000.0
4197,Villa,4,4.0,Suburban,1987,3,0,37342000.0
2607,Penthouse,4,2.0,Suburban,1952,2,1,23644000.0
155896,Agricultural Land,0,0.0,Rural,1950,0,0,16761000.0
4154,Villa,4,1.0,Suburban,2014,1,0,36189000.0
2873,Independent House,3,3.0,Suburban,1984,2,1,22815000.0
2977,Villa,3,4.0,Downtown,1985,2,0,29124000.0
1039,Apartment,1,3.0,Suburban,1987,3,1,9638000.0
4587,Villa,3,3.0,Rural,1988,2,0,36851000.0
863,Apartment,2,2.5,Suburban,1974,3,1,9276000.0
2776,Villa,4,3.5,Downtown,2013,2,1,29422000.0
1334,Apartment,1,1.0,Suburban,1962,1,0,9478000.0
1020,Apartment,1,2.5,Downtown,2017,2,0,10250000.0
1092,Apartment,2,2.5,Rural,2019,1,1,7751000.0
1232,Apartment,3,1.0,Suburban,2024,3,0,10723000.0
2792,Villa,3,2.0,Suburban,1950,3,1,27059000.0
4258,Villa,3,2.0,Suburban,2021,3,1,37555000.0
1172,Independent House,2,2.5,Rural,2003,3,0,10694000.0
603,Apartment,2,1.0,Rural,1958,2,1,5269000.0
1453,Apartment,1,3.0,Downtown,1985,2,1,12817000.0
1585,Apartment,1,1.0,Rural,1986,2,1,10398000.0
1733,Apartment,1,2.0,Rural,2008,1,0,9815000.0
147502,Agricultural Land,0,0.0,Suburban,1950,0,0,18160000.0
1182,Apartment,1,3.0,Rural,1970,2,0,7777000.0
2054,Independent House,2,2.0,Suburban,1969,1,1,17579000.0
980,Apartment,3,2.0,Suburban,1950,1,0,8318000.0
1634,Apartment,3,1.0,Downtown,2008,2,0,13449000.0
3391,Independent House,2,2.5,Suburban,1977,1,0,24316000.0
3392,Villa,3,4.0,Downtown,2020,3,0,32671000.0
765,Apartment,1,3.5,Rural,2005,2,1,6482000.0
1299,Apartment,1,2.5,Rural,1958,2,1,7816000.0
3389,Independent House,3,1.0,Suburban,2014,1,0,25066000.0
1642,Apartment,2,1.5,Suburban,1985,2,1,12880000.0
1579,Apartment,2,1.5,Suburban,1983,2,1,12565000.0
138830,Agricultural Land,0,0.0,Suburban,1950,0,0,17317000.0
2344,Villa,5,2.0,Suburban,1981,1,1,24711000.0
3239,Independent House,2,1.5,Suburban,2015,2,1,24166000.0
3367,Independent House,3,1.5,Downtown,1974,2,1,26190000.0
3474,Independent House,2,2.5,Downtown,2000,2,1,27110000.0
1096,Independent House,2,1.5,Suburban,2012,1,1,12361000.0
4343,Villa,5,2.5,Suburban,1994,2,0,37905000.0
4508,Villa,5,3.5,Rural,1975,2,1,37439000.0
608,Apartment,2,2.5,Suburban,1970,2,1,7480000.0
1456,Independent House,3,2.5,Downtown,2000,3,1,15781000.0
2818,Independent House,4,2.5,Suburban,1973,2,0,21823000.0
120480,Agricultural Land,0,0.0,Suburban,1950,0,0,15317000.0
2831,Villa,5,1.5,Suburban,1961,1,0,26897000.0
1207,Independent House,2,1.0,Suburban,1960,3,1,12127000.0
1746,Apartment,1,1.0,Suburban,1976,1,1,12278000.0
2856,Villa,4,1.5,Suburban,1972,2,1,27807000.0
803,Apartment,2,2.5,Downtown,1982,2,0,9552000.0
1117,Apartment,3,3.5,Suburban,1987,2,1,10581000.0
1116,Apartment,2,3.5,Downtown,2004,3,0,11579000.0
2242,Villa,3,1.0,Downtown,2019,2,1,25111000.0
1288,Apartment,3,4.0,Downtown,1991,1,1,12454000.0
1832,Independent House,2,1.5,Downtown,1978,3,0,16651000.0
215755,Agricultural Land,0,0.0,Rural,1950,0,0,24085000.0
1759,Apartment,3,3.0,Downtown,1983,1,0,14303000.0
1386,Independent House,4,1.5,Downtown,2006,1,0,15662000.0
3041,Independent House,2,1.0,Rural,1952,1,1,19680000.0
1648,Apartment,2,2.0,Suburban,1955,1,1,12293000.0
2005,Penthouse,4,3.0,Suburban,1997,1,1,20369000.0
1279,Apartment,2,1.5,Suburban,2013,2,0,10905000.0
1689,Independent House,3,1.5,Suburban,1962,1,1,14772000.0
2568,Independent House,2,3.5,Suburban,1985,1,0,19637000.0
4470,Villa,5,3.5,Downtown,2019,2,0,40513000.0
2969,Villa,3,1.0,Rural,1982,3,1,26100000.0
1492,Apartment,2,2.5,Downtown,2025,2,1,13634000.0
1552,Apartment,2,1.5,Downtown,2006,3,0,13004000.0
3054,Villa,3,2.0,Suburban,2004,1,1,28947000.0
1783,Independent House,4,2.0,Suburban,1962,2,0,16433000.0
